title,sentences,num_words
"Nat Insurance to rise, say Tories",Mr Howard pointed to the Institute for Fiscal Studies' predictions that Labour will need to increase taxes to cover an £11bn gap in its spending plans.,26
"Nat Insurance to rise, say Tories",He accused ministers of wasting money on unsuccessful attempts to curb bad behaviour and truancy in schools and on slow asylum processing.,22
"Nat Insurance to rise, say Tories","It was no good Mr Blair claiming tax pledges were being left to the manifesto as he had given one to MPs on Tuesday about the top rate of income tax, argued Mr Howard.",34
"Nat Insurance to rise, say Tories","Pointing to national insurance, he added: ""Everyone knows tax will go up under Labour: isn't it now clear which tax it would be?""",23
"Nat Insurance to rise, say Tories",Mr Blair instead hailed Labour's achievement in using a strong economy to invest in public services.,16
"Nat Insurance to rise, say Tories","""When we have money not only going into extra teachers and nurses but equipment in schools and hospitals, that money is not wasted,"" he said.",25
"Nat Insurance to rise, say Tories","On the tax questions, he added: ""We will make commitments on tax at the time of the manifesto.""",18
"Nat Insurance to rise, say Tories","Home Secretary Charles Clarke this week published plans for a new points system for economic migrants, with only high-skilled workers allowed into the UK from outside the European Union.",29
"Nat Insurance to rise, say Tories","Mr Blair said abuses would be weeded out and chain migration, where families automatically get the right to settle with immigrant workers, would end.",24
"Nat Insurance to rise, say Tories","That would probably create a fall in the migrant numbers, he said.",12
"Nat Insurance to rise, say Tories",The prime minister ridiculed the Tory plans for asylum quotas and for processing all asylum claims overseas.,17
"Nat Insurance to rise, say Tories","He challenged the Tories on which country would house their processing centres - what he called a ""fantasy island"".",18
"Nat Insurance to rise, say Tories",Mr Howard read from a letter about the government's own plans at the European Council of Ministers for processing asylum seekers outside the EU.,24
"Nat Insurance to rise, say Tories","But Mr Blair said: ""All the other countries could not agree on the way forward, nor could the UN.""",19
Lib Dems stress Budget trust gap," Public trust in the handling of the economy can only be restored if Gordon Brown opens up his books for unbiased inspection, say the Lib Dems.",26
Lib Dems stress Budget trust gap,"City experts say there is a £10bn ""black hole"" in the public finances, a claim denied by the chancellor.",19
Lib Dems stress Budget trust gap,Lib Dem spokesman Vince Cable said the public did not know who to believe and the National Audit Office should judge.,21
Lib Dems stress Budget trust gap,"Responding to the pre-Budget report, Mr Cable also attacked Labour's ""unfair"" and over-complicated taxes.",14
Lib Dems stress Budget trust gap,"In his report, Mr Brown insisted he was on course to meet his ""golden rule"" of borrowing only to invest, rather than for day-to-day spending, over the course of the economic cycle.",32
Lib Dems stress Budget trust gap,Mr Cable said people did not know whether to believe the chancellor or the consensus among experts which said the rule would be broken.,24
Lib Dems stress Budget trust gap,"""There is an issue of credibility and trust,"" he said.",10
Lib Dems stress Budget trust gap,"""We cannot have a continuation of a situation where the chancellor sets his own tests and then marks them.",19
Lib Dems stress Budget trust gap,"""What we need is the equivalent of a thorough Ofsted inspection of the government's accounts.""",15
Lib Dems stress Budget trust gap,He asked what the government had to hide.,8
Lib Dems stress Budget trust gap,Mr Cable also accused the chancellor of ducking tough choices.,10
Lib Dems stress Budget trust gap,"He argued: ""There are serious challenges ahead from the falling dollar and from the rapid downturn in the UK housing market and rising personal debt.",25
Lib Dems stress Budget trust gap,"But they have not been confronted.""",6
Lib Dems stress Budget trust gap,Mr Brown confirmed he was setting aside another £520m for the conflicts in Iraq and Afghanistan.,16
Lib Dems stress Budget trust gap,Mr Cable compared that new cost with the £500m needed for Britain's role in the entire first Gulf War - when 80% of the bill had been met through help from European and Arab nations.,33
Lib Dems stress Budget trust gap,He suggested keeping British troops in Iraq could cost another £1bn with the government also planning to spend at least £3bn for identity cards.,24
Lib Dems stress Budget trust gap,"The current economic climate meant Britain could not afford the ""reckless, George Bush-style tax cutting spree"" planned by the Tories, he said.",22
Lib Dems stress Budget trust gap,"Instead, what was needed was simple and fair taxation rather than the ""complete mess"" produced by Mr Brown's endless tinkering.",20
Lib Dems stress Budget trust gap,Mr Cable said 40% of all pensioners were now paying marginal tax rates of 50%.,13
Lib Dems stress Budget trust gap,And one-and-a-half million hard working families were paying 60% marginal tax rates.,11
Lib Dems stress Budget trust gap,"With that record, he asked why ministers attacked Lib Dem plans for a new 50% tax rate for the ""very rich"" - those earning more than £100,000 a year.",26
Lib Dems stress Budget trust gap,Mr Brown earmarked £1bn to help keep down council tax rises next year.,13
Lib Dems stress Budget trust gap,But the Lib Dem spokesman questioned whether that money was being found from cuts to education and health.,18
Lib Dems stress Budget trust gap,"He urged the government to scrap the ""grossly unfair"" tax completely.",11
Lib Dems stress Budget trust gap,The Lib Dems want it replaced with a local income tax.,11
Lib Dems stress Budget trust gap,"In response, Mr Brown stressed the Iraq money came from a reserve funds.",13
Lib Dems stress Budget trust gap,"It was because he had rejected previous Lib Dem proposals, such as scrapping the New Deal, that Britain's economy was successful, claimed Mr Brown.",24
"UK needs tax cuts, Tories insist"," A major change of direction is needed in Britain if it is to prosper, the shadow chancellor said as the Tory Party spring conference began.",25
"UK needs tax cuts, Tories insist",Oliver Letwin said the UK could not compete with other countries without the £4bn tax cuts he was promising.,19
"UK needs tax cuts, Tories insist",Tory co-chairman Liam Fox had opened the forum in Brighton with an attack on Labour's record and party leader Michael Howard is due to speak later.,26
"UK needs tax cuts, Tories insist",Tony Blair has said Conservative policies would cause economic failure.,10
"UK needs tax cuts, Tories insist",But Mr Letwin said Britain had fallen from fourth to 11th in the international economic competitiveness league.,17
"UK needs tax cuts, Tories insist","""Can this country compete, can this country prosper, unless we do something about the burden of regulation and tax on our economy?""",22
"UK needs tax cuts, Tories insist",he said.,2
"UK needs tax cuts, Tories insist","""If we are going to take on the great challenges, the challenges like those posed by the Chinese and the Indians, we have got to do something about getting down the burden of regulation and getting down the burden of tax,"" he said.",43
"UK needs tax cuts, Tories insist","""The fact is the very carefully costed, fully funded plans we have laid out for saving £12bn by 2007-2008 are absolutely crucial to delivering an economy that will prosper and provide people with jobs and indeed provide the public services with the money they need on a sustainable long-term basis.""",49
"UK needs tax cuts, Tories insist","Mr Letwin said voting for Labour meant choosing higher taxes, borrowing and waste.",13
"UK needs tax cuts, Tories insist","Earlier, Dr Fox had said Labour's rule had been characterised by ""lost trust and failure to deliver"".",17
"UK needs tax cuts, Tories insist","He also attacked the government's ""failure"" to control immigration and asylum and criticised its record on the NHS, telling delegates Labour cannot be trusted on education or crime.",28
"UK needs tax cuts, Tories insist","A Tory government would sort out the ""shambles"" of immigration, put patients before statistics and bring discipline to schools, he said.",21
"UK needs tax cuts, Tories insist","Michael Howard, who had been due to welcome delegates to the conference on Friday, will address them in a lunchtime speech.",21
"UK needs tax cuts, Tories insist",His welcome address had to be postponed after he stayed in London to lead the party's opposition to the Prevention of Terrorism Bill in its lengthy progress through Parliament.,29
"UK needs tax cuts, Tories insist","The bill was finally passed on Friday evening, after more than 30 hours of debate.",14
"UK needs tax cuts, Tories insist","Mr Howard is likely to defend his party's handling of the bill, which was only passed after the Conservatives accepted Prime Minister Tony Blair's promise that MPs would be able to review it within a year.",36
Jowell confirms casino climbdown," Tessa Jowell has announced plans to limit the number of new casinos in the UK to 24, in a move branded a ""humiliating retreat"" by the Tories.",26
Jowell confirms casino climbdown,"It puts an end to plans for up to 40 super casinos, originally outlined in the government's Gambling Bill.",18
Jowell confirms casino climbdown,"Instead there will be a cap of eight new casinos in each size category - small, medium and large.",18
Jowell confirms casino climbdown,The Culture Secretary said the move showed she listened to critics who feared an explosion in gambling.,17
Jowell confirms casino climbdown,"But Conservative shadow culture secretary John Whittingdale said the way the government had handled the bill was a ""shambles"".",19
Jowell confirms casino climbdown,"""This announcement is a further humiliating retreat by the government.",10
Jowell confirms casino climbdown,"""Instead of the initial intention of the gambling bill, to liberalise the rules governing gambling, the bill now imposes a more restrictive regime than exists at present.""",27
Jowell confirms casino climbdown,"Shares in British casino operators London Clubs International, Rank Group and Stanley Leisure, who had been hoping the bill would pave the way for a big expansion in smaller casinos, fell by between 10 and 25% following the announcement.",37
Jowell confirms casino climbdown,"Ms Jowell's deputy, Richard Caborn, said the government had adopted a cautious approach to the issue, and responded to the concerns raised.",22
Jowell confirms casino climbdown,"""Limiting the number of regional casinos to eight in the first phase is a cautious move that will allow us to test the impact of a new kind of casino on the levels of problem gambling,"" he said.",38
Jowell confirms casino climbdown,"""We also believe it's right to apply this same level of caution to small and large casinos.""",17
Jowell confirms casino climbdown,He added that local authorities would still be able to stop new casinos coming to their areas.,17
Jowell confirms casino climbdown,Church groups welcomed the limit on the number of casinos.,10
Jowell confirms casino climbdown,"Salvation Army spokesman Jonathan Lomax said: ""The proliferation of these casinos on high streets across the country was a real concern and the [three year] trial period, which we think should last at least five years, will enable research into the potentially severe social consequences of an increase in hard and addictive forms of gambling.""",55
Jowell confirms casino climbdown,"But British British Casino Association Chairman Penny Cobham said her members were ""outraged"" by the decision, which followed a campaign in the Daily Mail newspaper.",25
Jowell confirms casino climbdown,"""There was never going to be a massive explosion of casinos.",11
Jowell confirms casino climbdown,"Talk of a casino on every High Street was just a scaring tactic.""",13
PM apology over jailings, Tony Blair has apologised to two families who suffered one of the UK's biggest miscarriages of justice.,17
PM apology over jailings,The prime minister was commenting on the wrongful jailing of 11 people for IRA bomb attacks on pubs in Guildford and Woolwich in 1974.,22
PM apology over jailings,"Mr Blair said: ""I am very sorry that they were subject to such an ordeal and injustice.""",17
PM apology over jailings,He made the apology to members of the Conlon and Maguire families in his private room at Westminster.,18
PM apology over jailings,"In a statement recorded for television, Mr Blair said the families deserved ""to be completely and publicly exonerated"".",18
PM apology over jailings,The families had hoped the apology would be made during Prime Minister's Questions in the House of Commons.,18
PM apology over jailings,"However, one of the so-called Guildford Four, Gerry Conlon - who was wrongly convicted of planting the bombs - said the families were delighted with the apology.",25
PM apology over jailings,"He said Mr Blair had spoken with ""such sincerity"", adding: ""He went beyond what we thought he would, he took time to listen to everyone.",25
PM apology over jailings,"""You could see he was moved by what people were saying.",11
PM apology over jailings,"""Tony Blair has healed rifts, he is helping to heal wounds.",11
PM apology over jailings,"It's a day I never thought would come.""",8
PM apology over jailings,The move followed a huge campaign in Ireland for a public apology after eleven people were wrongly convicted of making and planting the IRA bombs which killed seven people.,29
PM apology over jailings,"Mr Blair's official spokesman said no-one present at the meeting would ""ever forget the strength of feeling of relief that the prime minister's statement brought to them"".",27
PM apology over jailings,Most of those convicted were either members or friends of the two families.,13
PM apology over jailings,All were arrested because of a family connection to Gerry Conlon.,11
PM apology over jailings,Mr Conlon's father Giuseppe was arrested when travelling to London from Belfast to help his son.,16
PM apology over jailings,He died while serving his sentence.,6
PM apology over jailings,Also arrested were Anne Maguire and members of her family.,10
PM apology over jailings,"Mrs Maguire was the relative with whom Giuseppe planned to stay in London, as well as two family friends.",19
PM apology over jailings,"She said it was a ""wonderful feeling"" to have had the apology and that a weight had been lifted off her shoulders.",22
PM apology over jailings,"""The people who were still doubting us should now believe that we were totally innocent,"" she said.",17
PM apology over jailings,"They were all jailed for handling explosives, based on scientific evidence which was later entirely discredited.",16
PM apology over jailings,"In October 1989 the Court of Appeal quashed the sentences of the Guildford Four, and in June 1991 it overturned the sentences on the Maguire Seven.",24
PM apology over jailings,"Mr Conlon's case was highlighted in the Oscar-nominated film In The Name Of The Father, starring Daniel Day-Lewis.",18
Brown names 16 March for Budget," Chancellor Gordon Brown will deliver his Budget to the House of Commons on 16 March, the Treasury has announced.",18
Brown names 16 March for Budget,"The Budget, likely to be the last before the General Election, will be at about 1230 GMT on that Wednesday, just after Prime Minister's question time.",25
Brown names 16 March for Budget,The annual event is when the chancellor outlines the government's taxation and broader economic predictions.,15
Brown names 16 March for Budget,The Tories say it is likely the Budget will contain measures to attract votes.,14
Brown names 16 March for Budget,The election is expected on 5 May.,6
Brown names 16 March for Budget,Next month's Budget will be Mr Brown's ninth since Labour came to power in 1997.,14
Brown names 16 March for Budget,"If a May election is called, there could be as little as 18 days between the Budget and the announcement of a date for the election.",25
Brown names 16 March for Budget,A shortened Finance Bill would have to be rushed through Parliament with all-party support to allow the Government to continue collecting revenue.,22
Brown names 16 March for Budget,"The full Finance Bill, with the Budget measures in it, would then be returned to the Commons after the election, if Labour secures another term in office.",27
Brown names 16 March for Budget,"Tory shadow chancellor Oliver Letwin said: ""We can be sure of two things: the Budget will contain measures to attract votes, and it will not contain the £8 billion of tax rises which independent experts say are inevitable if Labour wins the election.""",42
Brown names 16 March for Budget,"As Mr Brown announced the Budget date in a short ministerial statement, accountancy firm Ernst & Young urged him to put politics aside and focus on the long-term requirements of the economy.",31
Brown names 16 March for Budget,"""In the Budgets that were given immediately before the last six elections, taxes were cut by the incumbent chancellor and, in many cases, taxes were increased soon after the election result,"" said Aidan O'Carroll, E&Y's UK head of tax.",39
Blair to face MPs amid feud talk, Tony Blair faces his first prime minister's questions of 2005 after a week of renewed speculation about his relationship with Gordon Brown.,21
Blair to face MPs amid feud talk,"Meanwhile, the chancellor is leaving Britain on a high-profile tour of Africa to highlight poverty issues.",16
Blair to face MPs amid feud talk,"But before doing so, he insisted he still trusted Mr Blair, despite claims to the contrary in a new book.",20
Blair to face MPs amid feud talk,Labour MPs have warned against disunity and Tory leader Michael Howard may well take up the theme in the Commons.,20
Blair to face MPs amid feud talk,"The Tories have already accused the prime minister and his chancellor of behaving like ""schoolboys squabbling in a playground"".",19
Blair to face MPs amid feud talk,Michael Howard is likely to want to capitalise further on the spat when he goes head-to-head with the prime minister in the Commons.,23
Blair to face MPs amid feud talk,"At a campaign poster launch on Tuesday, Mr Brown was joined by Alan Milburn, who Mr Blair controversially put in charge of election planning in place of the chancellor.",29
Blair to face MPs amid feud talk,"Later this week the prime minister is due to set out the themes of his party's next election manifesto, which for the past two polls have been drawn up by the chancellor.",32
Blair to face MPs amid feud talk,"Mr Brown, meanwhile, is visiting Tanzania, Mozambique and Kenya to highlight the plight of many Africans hit by Aids, war and famine - issues which Mr Blair has also spoken out on.",31
Blair to face MPs amid feud talk,The prime minister and chancellor faced backbench discontent at Monday's meeting of the Parliamentary Labour Party over claims made in journalist Robert Peston's new book.,25
Blair to face MPs amid feud talk,"Mr Blair told MPs and peers: ""I know from everyone here, in Cabinet and government, nothing is going to get in the way of a unified Labour Party with a unified position and winning the third term people desperately need.""",40
Blair to face MPs amid feud talk,"Labour's Paul Flynn said the pair had had a ""scorching"" from MPs.",12
Blair to face MPs amid feud talk,"On Tuesday, Deputy Prime Minister Mr Prescott told BBC News: ""They told us very clearly, it was the troops telling the leaders: get in line.""",25
Blair to face MPs amid feud talk,The new book claims Mr Prescott hosted a dinner in November 2003 where the prime minister told Mr Brown he would stand down before the next election because he had lost trust over the Iraq war.,35
Blair to face MPs amid feud talk,"Mr Blair then changed his mind in June 2004, after Cabinet allies intervened and amid suspicion the chancellor was manoeuvring against him, writes Mr Peston.",24
Blair to face MPs amid feud talk,"In Mr Peston's book Mr Brown is alleged to have told the prime minister: ""There is nothing you could ever say to me now that I could ever believe.""",29
&#163;1.8m indecency fine for Viacom, Media giant Viacom has paid out $3.5m (£1.8m) to end investigations into indecency in its US radio and TV shows.,20
&#163;1.8m indecency fine for Viacom,The settlement to the Federal Communications Commission (FCC) ends a long-running saga dating back to 2001.,15
&#163;1.8m indecency fine for Viacom,"The FCC was looking into 50 shows, including those by ""shock jock"" Howard Stern and two New York DJs.",18
&#163;1.8m indecency fine for Viacom,Stern recently announced he was leaving Viacom while the two DJs were sacked after their show featured a couple purporting to have sex in a church.,26
&#163;1.8m indecency fine for Viacom,After the church incident two years ago Viacom agreed to install audio delay equipment at its radio stations that broadcast live programming.,22
&#163;1.8m indecency fine for Viacom,It also agreed to train its broadcasters and employees about indecency laws.,12
&#163;1.8m indecency fine for Viacom,"The agreement cancels investigations into about 50 radio and television shows, said Richard Diamond, FCC deputy secretary of communications.",18
&#163;1.8m indecency fine for Viacom,The shows were broadcast by Viacom-owned stations across the United States.,11
&#163;1.8m indecency fine for Viacom,"Viacom has five days to pay the $3.5m fine, according to the agreement.",13
&#163;1.8m indecency fine for Viacom,"The payment is not related to the FCC's $550,000 (£293,000) fine levied against Viacom after the exposure of singer Janet Jackson's breast during the CBS Super Bowl halftime show in January.",29
&#163;1.8m indecency fine for Viacom,Viacom is contesting that fine.,5
&#163;1.8m indecency fine for Viacom,It is not the first time that Viacom has paid out over indecency charges.,14
&#163;1.8m indecency fine for Viacom,"Infinity Broadcasting, which is owned by Viacom, paid cumulative fines totalling $1.7m (£907,000) in 1995 to settle FCC violations by Stern.",19
Standard Life cuts policy bonuses," Standard Life, Europe's largest mutual life insurer, has cut bonuses for with-profit policyholders.",13
Standard Life cuts policy bonuses,"Annual bonus rates on its with-profits life policies were cut from 2.5% to 2%, while bonuses on pension policies were reduced from 3.25% to 2.5%.",21
Standard Life cuts policy bonuses,"It is the sixth time in three years Standard Life has made cuts to bonus rates, despite an 8.7% rise in the value of the with-profits fund in 2004.",27
Standard Life cuts policy bonuses,The insurer blamed the cuts on poor share returns and low interest rates.,13
Standard Life cuts policy bonuses,With-profits policies are designed to smooth out the peaks and troughs of stock market volatility.,15
Standard Life cuts policy bonuses,Profits made in good years are kept in reserve to pay investors an annual bonus even when the stock market performs badly.,22
Standard Life cuts policy bonuses,Slumping share prices throughout 2001 and 2002 forced most firms to trim bonus rates on their policies.,15
Standard Life cuts policy bonuses,Standard Life came in for criticism for sticking with stock market investments during 2001 and 2002.,14
Standard Life cuts policy bonuses,The insurer argued that shares outperformed other investments over the long term and that policyholders would feel the benefit when the stock market recovered.,24
Standard Life cuts policy bonuses,"Recently, Norwich Union and Axa Sun Life both cut their with-profit bonus rates.",13
Standard Life cuts policy bonuses,"John Gill, managing director of the insurer's life and pensions division, said that a strong stock market recovery in the past two years had only ""partly compensated for losses during 2001 and 2002"".",31
Standard Life cuts policy bonuses,"In addition, low interest rates meant that ""long-term investment returns are well below historic levels"", Mr Gill added.",18
Standard Life cuts policy bonuses,"However, Mr Gill maintained that with-profits continued to perform well over the long term.",14
Standard Life cuts policy bonuses,"""Our payouts continue to stand up well against other types of long-term investments over similar periods,"" he said.",18
Standard Life cuts policy bonuses,Standard Life has an estimated 2.4 million with-profits policyholders.,8
Standard Life cuts policy bonuses,"Last year, the company announced that it was looking to float on the stock market in 2006.",16
Cars pull down US retail figures," US retail sales fell 0.3% in January, the biggest monthly decline since last August, driven down by a heavy fall in car sales.",22
Cars pull down US retail figures,"The 3.3% fall in car sales had been expected, coming after December's 4% rise in car sales, fuelled by generous pre-Christmas special offers.",21
Cars pull down US retail figures,"Excluding the car sector, US retail sales were up 0.6% in January, twice what some analysts had been expecting.",18
Cars pull down US retail figures,"US retail spending is expected to rise in 2005, but not as quickly as in 2004.",14
Cars pull down US retail figures,"Steve Gallagher, US chief economist at SG Corporate & Investment Banking, said January's figures were ""decent numbers"".",16
Cars pull down US retail figures,"""We are not seeing the numbers that we saw in the second half of 2004, but they are still pretty healthy,"" he added.",22
Cars pull down US retail figures,"Sales at appliance and electronic stores were down 0.6% in January, while sales at hardware stores dropped by 0.3% and furniture store sales dipped 0.1%.",22
Cars pull down US retail figures,"Sales at clothing and clothing accessory stores jumped 1.8%, while sales at general merchandise stores, a category that includes department stores, rose by 0.9%.",22
Cars pull down US retail figures,These strong gains were in part put down to consumers spending gift vouchers they had been given for Christmas.,19
Cars pull down US retail figures,"Sales at restaurants, bars and coffee houses rose by 0.3%, while grocery store sales were up 0.5%.",15
Cars pull down US retail figures,"In December, overall retail sales rose by 1.1%.",7
Cars pull down US retail figures,"Excluding the car sector, sales rose by just 0.3%.",8
Cars pull down US retail figures,"Parul Jain, deputy chief economist at Nomura Securities International, said consumer spending would continue to rise in 2005, only at a slower rate of growth than in 2004.",26
Cars pull down US retail figures,"""Consumers continue to retain their strength in the first quarter,"" he said.",12
Cars pull down US retail figures,"Van Rourke, a bond strategist at Popular Securities, agreed that the latest retail sales figures were ""slightly stronger than expected"".",20
Broadband soars in 2004," If broadband were a jumbo jet, then 2003 would have seen it taxiing down the runway, firing up its engines and preparing for take-off.",23
Broadband soars in 2004,But this year has seen it soar.,7
Broadband soars in 2004,In the spring it literally took to the skies as Lufthansa and British Airways trialled it on flights.,18
Broadband soars in 2004,"This perhaps said more about how indispensable people were beginning to perceive the technology, rather than how useful sky-high broadband would actually be.",23
Broadband soars in 2004,"It was flying high and by the autumn, five million Britons had signed up for high-speed net access at home.",20
Broadband soars in 2004,"Such enthusiasm is unlikely to dampen any time soon and experts predict that by the end of next year the numbers will have risen to more than eight million, or more than 30% of homes.",34
Broadband soars in 2004,The two key factors in whetting people's appetite were falling prices and a huge marketing push.,16
Broadband soars in 2004,"When operators such as BT and Telewest offered standard 512K broadband for less than £20 at the beginning of the year, it was as if an invisible barrier had been breached - broadband had truly gone mass market.",36
Broadband soars in 2004,A feeding frenzy followed as firms vied for eyeballs in a price war reminiscent of that following the mass market take-up of dial-up.,23
Broadband soars in 2004,"Broadband for less than £10 was even touted by some firms, although such a low price raised eyebrows among more established companies questioning how they are able to sustain such business models.",31
Broadband soars in 2004,For those who became broadbanders in 2004 there was no turning back and the days of waiting for the modem to kick in began to seem as outdated an idea as a jungle without celebrities.,34
Broadband soars in 2004,"The rest of the world was also falling in love with the benefits of fast internet access, to the tune of 100 million connections worldwide by April, prompting research firm Point Topic to declare it one of the fastest growing technologies ever.",41
Broadband soars in 2004,"By September, the number of broadband connections in the UK finally overtook dial-up and in December BT announced that it was making a new broadband connection every 10 seconds.",28
Broadband soars in 2004,Broadband was being mentioned on the 10 O'clock News and in the tabloids; the Sun even carried a cartoon joke about it.,21
Broadband soars in 2004,But two of the most significant pieces of news for broadband were items that did not make the headlines.,19
Broadband soars in 2004,"In May, BT quietly announced that it was shaving 70% off the cost of allowing other operators access to its telephone exchanges, so-called local loop unbundling.",25
Broadband soars in 2004,The vital local loop is the crucial link between telephone exchanges and homes.,13
Broadband soars in 2004,At the moment BT has a stranglehold on more than 80% of these lines making it the key voice in deciding what ADSL products get into homes.,26
Broadband soars in 2004,"With cheaper local loop unbundling, rivals to BT can offer faster services that will leave the broadband of today looking positively tortoise-like.",22
Broadband soars in 2004,"It will mean the UK will finally catch up with countries such as France and the Netherlands, where homes are routinely enjoying speeds of up to 15Mb (megabits per second).",30
Broadband soars in 2004,"And the major price fall means that, rather than just talk about it, companies are actually starting to get their own equipment into BT's exchanges.",25
Broadband soars in 2004,"It may not seem that exciting but it is a remarkable transition given that just a few years ago the arguments over local loop unbundling bore more than a passing resemblance to the Northern Ireland peace talks - fraught, bitter and with no end in sight.",45
Broadband soars in 2004,"Another big piece of news for broadband users in 2004 was the extension of BT's reach, meaning more than 95% of the population could get broadband, regardless of how far away from the exchange they lived.",34
Broadband soars in 2004,"There was a slight caveat for those wanting to upgrade to 1Mbps broadband, they still have to live within six kilometres of a broadband-enabled exchange.",25
Broadband soars in 2004,"For thousands frustrated by their inability to get the technology, the news meant they could finally join in.",18
Broadband soars in 2004,Broadband is not just about fast access over the telephone and cable operators NTL and Telewest also had a bumper year.,21
Broadband soars in 2004,"The biggest news for them was increased speeds, introducing 2Mb and 3Mb services for users and offering a free upgrade to those on 512K.",24
Broadband soars in 2004,The cable operators are limited in their reach and it is perhaps testament to how big a deal local loop unbundling could become that even they are considering extending their range via this route.,34
Broadband soars in 2004,"Broadband can seem confusing for consumers, with the huge amount of operators offering so many different products, some with capped bandwidth and different length contracts and set-up fees.",28
Broadband soars in 2004,It is unlikely to get any less easy to understand in 2005 but remains a plane worth catching.,17
Broadband soars in 2004,"As it gets faster and offers extras such as cheap telephone calls online, the only real thing to remember for the coming year is to enjoy the ride.",28
Brewers' profits lose their fizz," Heineken and Carlsberg, two of the world's largest brewers, have reported falling profits after beer sales in western Europe fell flat.",21
Brewers' profits lose their fizz,Dutch firm Heineken saw its annual profits drop 33% and warned that earnings in 2005 may also slide.,16
Brewers' profits lose their fizz,Danish brewer Carlsberg suffered a 3% fall in profits due to waning demand and increased marketing costs.,16
Brewers' profits lose their fizz,Both are looking to Russia and China to provide future growth as western European markets are largely mature.,18
Brewers' profits lose their fizz,"Heineken's net income fell to 537m euros ($701m; £371m) during 2004, from 798m euro a year ago.",16
Brewers' profits lose their fizz,It blamed weak demand in western Europe and currency losses.,10
Brewers' profits lose their fizz,"It had warned in September that the weakening US dollar, which has cut the value of foreign sales, would knock 125m euros off its operating profits.",26
Brewers' profits lose their fizz,"Despite the dip in profits, Heineken's sales have been improving and total revenue for the year was 10bn euros, up 8.1% from 9.26bn euros in 2003.",24
Brewers' profits lose their fizz,"Heineken said it now plans to invest 100m euros in ""aggressive"" and ""high-impact"" marketing in Europe and the US in 2005.",20
Brewers' profits lose their fizz,"Heineken, which also owns the Amstel and Murphy's stout brands, said it would also seek to cut costs.",18
Brewers' profits lose their fizz,This may involve closing down breweries.,6
Brewers' profits lose their fizz,"Heineken increased its dividend payment by 25% to 40 euro cents, but warned that the continued impact of a weaker dollar and an increased marketing spend may lead to a drop in 2005 net profit.",32
Brewers' profits lose their fizz,"Carlsberg, the world's fifth-largest brewer, saw annual pre-tax profits fall to 3.4bn Danish kroner (456m euros).",16
Brewers' profits lose their fizz,Its beer sales have been affected by the sluggish European economy and by the banning of smoking in pubs in several European countries.,23
Brewers' profits lose their fizz,"Nevertheless, total sales increased 4% to 36bn kroner, thanks to strong sales of Carlsberg lager in Russia and Poland.",18
Brewers' profits lose their fizz,"Carlsberg is more optimistic than Heineken about 2005, projecting a 15% rise in net profits for the year.",16
Brewers' profits lose their fizz,"However, it also plans to cut 200 jobs in Sweden, where sales have been hit by demand for cheap, imported brands.",20
Brewers' profits lose their fizz,"""We remain cautious about the medium-to-long term outlook for revenue growth across western Europe for a host of economic, social and structural reasons,"" investment bank Merrill Lynch said of Carlsberg.",30
Chinese exports rise 25% in 2004, Exports from China leapt during 2004 over the previous year as the country continued to show breakneck growth.,17
Chinese exports rise 25% in 2004,The spurt put China's trade surplus - a sore point with some of its trading partners - at a six-year high.,19
Chinese exports rise 25% in 2004,"It may also increase pressure on China to relax the peg joining its currency, the yuan, with the weakening dollar.",20
Chinese exports rise 25% in 2004,The figures released by the Ministry of Commerce come as China's tax chief confirmed that growth had topped 9% in 2004 for the second year in a row.,26
Chinese exports rise 25% in 2004,State Administration of Taxation head Xie Xuren said a tightening of controls on tax evasion had combined with the rapid expansion to produce a 25.7% rise in tax revenues to 2.572 trillion yuan ($311bn; £165bn).,33
Chinese exports rise 25% in 2004,"According to the Ministry of Commerce, China's exports totalled $63.8bn in December, taking the annual total up 35.4% to $593.4bn.",19
Chinese exports rise 25% in 2004,"With imports rising a similar amount, the deficit rose to $43.4bn.",11
Chinese exports rise 25% in 2004,"The increased tax take comes despite healthy tax rebates for many exporters totalling 420bn yuan in 2004, according to Mr Xie.",20
Chinese exports rise 25% in 2004,China's exporting success has made the trade deficit of the United States soar even further and made trade with China a sensitive political issue in Washington.,26
Chinese exports rise 25% in 2004,The peg keeping the yuan around 8.30 to the dollar is often blamed by US lawmakers for job losses at home.,20
Chinese exports rise 25% in 2004,A US report issued on Tuesday on behalf of a Congressionally-mandated panel said almost 1.5 million posts disappeared between 1989 and 2003.,19
Chinese exports rise 25% in 2004,"The pace accelerated in the final three years of the period, said the report for the US-China Economic and Security Review Commission, moving out of labour-intensive industries and into more hi-tech sectors.",32
Chinese exports rise 25% in 2004,"The US's overall trade deficit with China was $124bn in 2003, and is expected to rise to about $150bn for 2004.",19
Huge rush for Jet Airways shares," Indian airline Jet Airways' initial public offering was oversubscribed 16.2 times, bankers said on Friday.",14
Huge rush for Jet Airways shares,"Over 85% of the bids were at the higher end of the price range of 1,050-1,125 rupees ($24-$26).",15
Huge rush for Jet Airways shares,"Jet Airways, a low-fare airline, was founded by London-based ex-travel agent Naresh Goya, and controls 45% of the Indian domestic airline market.",21
Huge rush for Jet Airways shares,It sold 20% of its equity or 17.2 million shares in a bid to raise up to $443m (£230.8m).,17
